Date,Close,Cash,Shares,Portfolio Value
2010-11-29 00:00:00-05:00,2.2886669635772705,988.851331114769,7,1004.8719998598099
2010-11-30 00:00:00-05:00,2.355333089828491,988.851331114769,7,1005.3386627435684
2010-12-01 00:00:00-05:00,2.2899999618530273,988.851331114769,7,1004.8813308477402
2010-12-02 00:00:00-05:00,2.1566669940948486,988.851331114769,7,1003.9480000734329
2010-12-03 00:00:00-05:00,2.0993330478668213,988.851331114769,7,1003.5466624498367
2010-12-06 00:00:00-05:00,2.02066707611084,988.851331114769,7,1002.9960006475449
2010-12-07 00:00:00-05:00,2.1040000915527344,988.851331114769,7,1003.5793317556381
2010-12-08 00:00:00-05:00,2.1579999923706055,988.851331114769,7,1003.9573310613632
2010-12-09 00:00:00-05:00,2.136667013168335,988.851331114769,7,1003.8080002069473
2010-12-10 00:00:00-05:00,2.101332902908325,988.851331114769,7,1003.5606614351273
2010-12-13 00:00:00-05:00,2.0366671085357666,988.851331114769,7,1003.1080008745193
2010-12-14 00:00:00-05:00,1.9019999504089355,988.851331114769,7,1002.1653307676315
2010-12-15 00:00:00-05:00,1.9733330011367798,988.851331114769,7,1002.6646621227264
2010-12-16 00:00:00-05:00,2.053999900817871,988.851331114769,7,1003.2293304204941
2010-12-17 00:00:00-05:00,2.0906670093536377,988.851331114769,7,1003.4860001802444
2010-12-20 00:00:00-05:00,2.113332986831665,988.851331114769,7,1003.6446620225906
2010-12-21 00:00:00-05:00,2.1506669521331787,988.851331114769,7,1003.9059997797012
2010-12-22 00:00:00-05:00,2.175333023071289,988.851331114769,7,1004.078662276268
2010-12-23 00:00:00-05:00,2.00600004196167,988.851331114769,7,1002.8933314085007
2010-12-27 00:00:00-05:00,1.7033330202102661,988.851331114769,7,1000.7746622562408
2010-12-28 00:00:00-05:00,1.7606669664382935,988.851331114769,7,1001.175999879837
2010-12-29 00:00:00-05:00,1.848667025566101,988.851331114769,7,1001.7920002937317
2010-12-30 00:00:00-05:00,1.7666670083999634,988.851331114769,7,1001.2180001735687
2010-12-31 00:00:00-05:00,1.775333046913147,988.851331114769,7,1001.278662443161
2011-01-03 00:00:00-05:00,1.7746670246124268,988.851331114769,7,1001.274000287056
2011-01-04 00:00:00-05:00,1.777999997138977,988.851331114769,7,1001.2973310947418
2011-01-05 00:00:00-05:00,1.7886669635772705,988.851331114769,7,1001.3719998598099
2011-01-06 00:00:00-05:00,1.858667016029358,988.851331114769,7,1001.8620002269745
2011-01-07 00:00:00-05:00,1.8826669454574585,988.851331114769,7,1002.0299997329712
2011-01-10 00:00:00-05:00,1.8966670036315918,988.851331114769,7,1002.1280001401901
2011-01-11 00:00:00-05:00,1.797333002090454,988.851331114769,7,1001.4326621294022
2011-01-12 00:00:00-05:00,1.797333002090454,988.851331114769,7,1001.4326621294022
2011-01-13 00:00:00-05:00,1.7480000257492065,988.851331114769,7,1001.0873312950134
2011-01-14 00:00:00-05:00,1.7166670560836792,988.851331114769,7,1000.8680005073547
2011-01-18 00:00:00-05:00,1.7093329429626465,988.851331114769,7,1000.8166617155075
2011-01-19 00:00:00-05:00,1.6019999980926514,988.851331114769,7,1000.0653311014175
2011-01-20 00:00:00-05:00,1.5080000162124634,988.851331114769,7,999.4073312282562
2011-01-21 00:00:00-05:00,1.5360000133514404,988.851331114769,7,999.6033312082291
2011-01-24 00:00:00-05:00,1.6326669454574585,988.851331114769,7,1000.2799997329712
2011-01-25 00:00:00-05:00,1.6453330516815186,988.851331114769,7,1000.3686624765396
2011-01-26 00:00:00-05:00,1.649999976158142,988.851331114769,7,1000.401330947876
2011-01-27 00:00:00-05:00,1.6613329648971558,988.851331114769,7,1000.4806618690491
2011-01-28 00:00:00-05:00,1.6006669998168945,988.851331114769,7,1000.0560001134872
2011-01-31 00:00:00-05:00,1.6066670417785645,988.851331114769,7,1000.0980004072189
2011-02-01 00:00:00-05:00,1.593999981880188,988.851331114769,7,1000.0093309879303
2011-02-02 00:00:00-05:00,1.5959999561309814,988.851331114769,7,1000.0233308076859
2011-02-03 00:00:00-05:00,1.5753329992294312,988.851331114769,7,999.878662109375
2011-02-04 00:00:00-05:00,1.5640000104904175,988.851331114769,7,999.7993311882019
2011-02-07 00:00:00-05:00,1.5379999876022339,988.851331114769,7,999.6173310279846
2011-02-08 00:00:00-05:00,1.6326669454574585,988.851331114769,7,1000.2799997329712
2011-02-09 00:00:00-05:00,1.547333002090454,988.851331114769,7,999.6826621294022
2011-02-10 00:00:00-05:00,1.5479999780654907,988.851331114769,7,999.6873309612274
2011-02-11 00:00:00-05:00,1.5499999523162842,988.851331114769,7,999.701330780983
2011-02-14 00:00:00-05:00,1.5386669635772705,988.851331114769,7,999.6219998598099
2011-02-15 00:00:00-05:00,1.5226670503616333,988.851331114769,7,999.5100004673004
2011-02-16 00:00:00-05:00,1.6486669778823853,988.851331114769,7,1000.3919999599457
2011-02-17 00:00:00-05:00,1.5733330249786377,988.851331114769,7,999.8646622896194
2011-02-18 00:00:00-05:00,1.5453330278396606,988.851331114769,7,999.6686623096466
2011-02-22 00:00:00-05:00,1.4579999446868896,988.851331114769,7,999.0573307275772
2011-02-23 00:00:00-05:00,1.4553329944610596,988.851331114769,7,999.0386620759964
2011-02-24 00:00:00-05:00,1.5019999742507935,988.851331114769,7,999.3653309345245
2011-02-25 00:00:00-05:00,1.5740000009536743,988.851331114769,7,999.8693311214447
2011-02-28 00:00:00-05:00,1.5926669836044312,988.851331114769,7,1000.0
2011-03-01 00:00:00-05:00,1.5959999561309814,988.851331114769,7,1000.0233308076859
2011-03-02 00:00:00-05:00,1.6013330221176147,988.851331114769,7,1000.0606622695923
2011-03-03 00:00:00-05:00,1.6239999532699585,988.851331114769,7,1000.2193307876587
2011-03-04 00:00:00-05:00,1.6633330583572388,988.851331114769,7,1000.4946625232697
2011-03-07 00:00:00-05:00,1.6626670360565186,988.851331114769,7,1000.4900003671646
2011-03-08 00:00:00-05:00,1.6440000534057617,988.851331114769,7,1000.3593314886093
2011-03-09 00:00:00-05:00,1.6480000019073486,988.851331114769,7,1000.3873311281204
2011-03-10 00:00:00-05:00,1.6006669998168945,988.851331114769,7,1000.0560001134872
2011-03-11 00:00:00-05:00,1.6046669483184814,988.851331114769,7,1000.0839997529984
2011-03-14 00:00:00-04:00,1.5499999523162842,988.851331114769,7,999.701330780983
2011-03-15 00:00:00-04:00,1.5299999713897705,988.851331114769,7,999.5613309144974
2011-03-16 00:00:00-04:00,1.5213329792022705,988.851331114769,7,999.5006619691849
2011-03-17 00:00:00-04:00,1.5206669569015503,988.851331114769,7,999.4959998130798
2011-03-18 00:00:00-04:00,1.5306669473648071,988.851331114769,7,999.5659997463226
2011-03-21 00:00:00-04:00,1.5153330564498901,988.851331114769,7,999.4586625099182
2011-03-22 00:00:00-04:00,1.4793330430984497,988.851331114769,7,999.2066624164581
2011-03-23 00:00:00-04:00,1.480666995048523,988.851331114769,7,999.2160000801086
2011-03-24 00:00:00-04:00,1.4886670112609863,988.851331114769,7,999.2720001935959
2011-03-25 00:00:00-04:00,1.5166670083999634,988.851331114769,7,999.4680001735687
2011-03-28 00:00:00-04:00,1.5499999523162842,988.851331114769,7,999.701330780983
2011-03-29 00:00:00-04:00,1.5946669578552246,988.851331114769,7,1000.0139998197556
2011-03-30 00:00:00-04:00,1.5806670188903809,988.851331114769,7,999.9160002470016
2011-03-31 00:00:00-04:00,1.850000023841858,988.851331114769,7,1001.801331281662
2011-04-01 00:00:00-04:00,1.7773330211639404,988.851331114769,7,1001.2926622629166
2011-04-04 00:00:00-04:00,1.722000002861023,988.851331114769,7,1000.9053311347961
2011-04-05 00:00:00-04:00,1.7799999713897705,988.851331114769,7,1001.3113309144974
2011-04-06 00:00:00-04:00,1.7660000324249268,988.851331114769,7,1001.2133313417435
2011-04-07 00:00:00-04:00,1.815999984741211,988.851331114769,7,1001.5633310079575
2011-04-08 00:00:00-04:00,1.7660000324249268,988.851331114769,7,1001.2133313417435
2011-04-11 00:00:00-04:00,1.6846669912338257,988.851331114769,7,1000.6440000534058
2011-04-12 00:00:00-04:00,1.6433329582214355,988.851331114769,7,1000.354661822319
2011-04-13 00:00:00-04:00,1.6619999408721924,988.851331114769,7,1000.4853307008743
2011-04-14 00:00:00-04:00,1.6759999990463257,988.851331114769,7,1000.5833311080933
2011-04-15 00:00:00-04:00,1.7053329944610596,988.851331114769,7,1000.7886620759964
2011-04-18 00:00:00-04:00,1.668666958808899,988.851331114769,7,1000.5319998264313
2011-04-19 00:00:00-04:00,1.6773329973220825,988.851331114769,7,1000.5926620960236
2011-04-20 00:00:00-04:00,1.7166670560836792,988.851331114769,7,1000.8680005073547
2011-04-21 00:00:00-04:00,1.7826670408248901,988.851331114769,7,1001.3300004005432
2011-04-25 00:00:00-04:00,1.7593330144882202,988.851331114769,7,1001.1666622161865
2011-04-26 00:00:00-04:00,1.7953330278396606,988.851331114769,7,1001.4186623096466
2011-04-27 00:00:00-04:00,1.8053330183029175,988.851331114769,7,1001.4886622428894
2011-04-28 00:00:00-04:00,1.843999981880188,988.851331114769,7,1001.7593309879303
2011-04-29 00:00:00-04:00,1.840000033378601,988.851331114769,7,1001.7313313484192
2011-05-02 00:00:00-04:00,1.8300000429153442,988.851331114769,7,1001.6613314151764
2011-05-03 00:00:00-04:00,1.7913329601287842,988.851331114769,7,1001.3906618356705
2011-05-04 00:00:00-04:00,1.7793329954147339,988.851331114769,7,1001.3066620826721
2011-05-05 00:00:00-04:00,1.762666940689087,988.851331114769,7,1001.1899996995926
2011-05-06 00:00:00-04:00,1.8079999685287476,988.851331114769,7,1001.5073308944702
2011-05-09 00:00:00-04:00,1.8606669902801514,988.851331114769,7,1001.87600004673
2011-05-10 00:00:00-04:00,1.8886669874191284,988.851331114769,7,1002.0720000267029
2011-05-11 00:00:00-04:00,1.8046669960021973,988.851331114769,7,1001.4840000867844
2011-05-12 00:00:00-04:00,1.8446669578552246,988.851331114769,7,1001.7639998197556
2011-05-13 00:00:00-04:00,1.8366669416427612,988.851331114769,7,1001.7079997062683
2011-05-16 00:00:00-04:00,1.773332953453064,988.851331114769,7,1001.2646617889404
2011-05-17 00:00:00-04:00,1.730666995048523,988.851331114769,7,1000.9660000801086
2011-05-18 00:00:00-04:00,1.7566670179367065,988.851331114769,7,1001.1480002403259
2011-05-19 00:00:00-04:00,1.8799999952316284,988.851331114769,7,1002.0113310813904
2011-05-20 00:00:00-04:00,1.8646670579910278,988.851331114769,7,1001.9040005207062
2011-05-23 00:00:00-04:00,1.7879999876022339,988.851331114769,7,1001.3673310279846
2011-05-24 00:00:00-04:00,1.7813329696655273,988.851331114769,7,1001.3206619024277
2011-05-25 00:00:00-04:00,1.9320000410079956,988.851331114769,7,1002.375331401825
2011-05-26 00:00:00-04:00,1.9653329849243164,988.851331114769,7,1002.6086620092392
2011-05-27 00:00:00-04:00,1.9700000286102295,988.851331114769,7,1002.6413313150406
2011-05-31 00:00:00-04:00,2.0093328952789307,988.851331114769,7,1002.9166613817215
2011-06-01 00:00:00-04:00,1.901332974433899,988.851331114769,7,1002.1606619358063
2011-06-02 00:00:00-04:00,1.9173330068588257,988.851331114769,7,1002.2726621627808
2011-06-03 00:00:00-04:00,2.0086669921875,988.851331114769,7,1002.9120000600815
2011-06-06 00:00:00-04:00,1.9133330583572388,988.851331114769,7,1002.2446625232697
2011-06-07 00:00:00-04:00,1.891332983970642,988.851331114769,7,1002.0906620025635
2011-06-08 00:00:00-04:00,1.8079999685287476,988.851331114769,7,1001.5073308944702
2011-06-09 00:00:00-04:00,1.841333031654358,988.851331114769,7,1001.7406623363495
2011-06-10 00:00:00-04:00,1.8573329448699951,988.851331114769,7,1001.852661728859
2011-06-13 00:00:00-04:00,1.8953330516815186,988.851331114769,7,1002.1186624765396
2011-06-14 00:00:00-04:00,1.9066669940948486,988.851331114769,7,1002.1980000734329
2011-06-15 00:00:00-04:00,1.8213330507278442,988.851331114769,7,1001.6006624698639
2011-06-16 00:00:00-04:00,1.7666670083999634,988.851331114769,7,1001.2180001735687
2011-06-17 00:00:00-04:00,1.7666670083999634,988.851331114769,7,1001.2180001735687
2011-06-20 00:00:00-04:00,1.7339999675750732,988.851331114769,7,1000.9893308877945
2011-06-21 00:00:00-04:00,1.835332989692688,988.851331114769,7,1001.6986620426178
2011-06-22 00:00:00-04:00,1.8140000104904175,988.851331114769,7,1001.5493311882019
2011-06-23 00:00:00-04:00,1.8473329544067383,988.851331114769,7,1001.7826617956161
2011-06-24 00:00:00-04:00,1.8380000591278076,988.851331114769,7,1001.7173315286636
2011-06-27 00:00:00-04:00,1.8306670188903809,988.851331114769,7,1001.6660002470016
2011-06-28 00:00:00-04:00,1.8739999532699585,988.851331114769,7,1001.9693307876587
2011-06-29 00:00:00-04:00,1.8860000371932983,988.851331114769,7,1002.0533313751221
2011-06-30 00:00:00-04:00,1.9420000314712524,988.851331114769,7,1002.4453313350677
2011-07-01 00:00:00-04:00,1.9346669912338257,988.851331114769,7,1002.3940000534058
2011-07-05 00:00:00-04:00,1.942667007446289,988.851331114769,7,1002.450000166893
2011-07-06 00:00:00-04:00,1.9306670427322388,988.851331114769,7,1002.3660004138947
2011-07-07 00:00:00-04:00,1.9819999933242798,988.851331114769,7,1002.7253310680389
2011-07-08 00:00:00-04:00,1.920667052268982,988.851331114769,7,1002.2960004806519
2011-07-11 00:00:00-04:00,1.8899999856948853,988.851331114769,7,1002.0813310146332
2011-07-12 00:00:00-04:00,1.878000020980835,988.851331114769,7,1001.9973312616348
2011-07-13 00:00:00-04:00,1.9093329906463623,988.851331114769,7,1002.2166620492935
2011-07-14 00:00:00-04:00,1.8406670093536377,988.851331114769,7,1001.7360001802444
2011-07-15 00:00:00-04:00,1.8386670351028442,988.851331114769,7,1001.7220003604889
2011-07-18 00:00:00-04:00,1.8153330087661743,988.851331114769,7,1001.5586621761322
2011-07-19 00:00:00-04:00,1.8593330383300781,988.851331114769,7,1001.8666623830795
2011-07-20 00:00:00-04:00,1.9126670360565186,988.851331114769,7,1002.2400003671646
2011-07-21 00:00:00-04:00,1.9133330583572388,988.851331114769,7,1002.2446625232697
2011-07-22 00:00:00-04:00,1.952666997909546,988.851331114769,7,1002.5200001001358
2011-07-25 00:00:00-04:00,1.8993330001831055,988.851331114769,7,1002.1466621160507
2011-07-26 00:00:00-04:00,1.8666670322418213,988.851331114769,7,1001.9180003404617
2011-07-27 00:00:00-04:00,1.8426669836044312,988.851331114769,7,1001.75
2011-07-28 00:00:00-04:00,1.878000020980835,988.851331114769,7,1001.9973312616348
2011-07-29 00:00:00-04:00,1.878000020980835,988.851331114769,7,1001.9973312616348
2011-08-01 00:00:00-04:00,1.9179999828338623,988.851331114769,7,1002.277330994606
2011-08-02 00:00:00-04:00,1.8226670026779175,988.851331114769,7,1001.6100001335144
2011-08-03 00:00:00-04:00,1.8133330345153809,988.851331114769,7,1001.5446623563766
2011-08-04 00:00:00-04:00,1.649999976158142,988.851331114769,7,1000.401330947876
2011-08-05 00:00:00-04:00,1.6160000562667847,988.851331114769,7,1000.1633315086365
2011-08-08 00:00:00-04:00,1.5759999752044678,988.851331114769,7,999.8833309412003
2011-08-09 00:00:00-04:00,1.670667052268982,988.851331114769,7,1000.5460004806519
2011-08-10 00:00:00-04:00,1.5880000591278076,988.851331114769,7,999.9673315286636
2011-08-11 00:00:00-04:00,1.6866669654846191,988.851331114769,7,1000.6579998731613
2011-08-12 00:00:00-04:00,1.753999948501587,988.851331114769,7,1001.1293307542801
2011-08-15 00:00:00-04:00,1.7486670017242432,988.851331114769,7,1001.0920001268387
2011-08-16 00:00:00-04:00,1.7400000095367432,988.851331114769,7,1001.0313311815262
2011-08-17 00:00:00-04:00,1.722000002861023,988.851331114769,7,1000.9053311347961
2011-08-18 00:00:00-04:00,1.6173330545425415,988.851331114769,7,1000.1726624965668
2011-08-19 00:00:00-04:00,1.4866670370101929,988.851331114769,7,999.2580003738403
2011-08-22 00:00:00-04:00,1.463333010673523,988.851331114769,7,999.0946621894836
2011-08-23 00:00:00-04:00,1.5306669473648071,988.851331114769,7,999.5659997463226
2011-08-24 00:00:00-04:00,1.591333031654358,988.851331114769,7,999.9906623363495
2011-08-25 00:00:00-04:00,1.5406670570373535,988.851331114769,7,999.6360005140305
2011-08-26 00:00:00-04:00,1.5820000171661377,988.851331114769,7,999.925331234932
2011-08-29 00:00:00-04:00,1.647333025932312,988.851331114769,7,1000.3826622962952
2011-08-30 00:00:00-04:00,1.6419999599456787,988.851331114769,7,1000.3453308343887
2011-08-31 00:00:00-04:00,1.6493330001831055,988.851331114769,7,1000.3966621160507
2011-09-01 00:00:00-04:00,1.600000023841858,988.851331114769,7,1000.051331281662
2011-09-02 00:00:00-04:00,1.5379999876022339,988.851331114769,7,999.6173310279846
2011-09-06 00:00:00-04:00,1.5293329954147339,988.851331114769,7,999.5566620826721
2011-09-07 00:00:00-04:00,1.5893330574035645,988.851331114769,7,999.9766625165939
2011-09-08 00:00:00-04:00,1.5740000009536743,988.851331114769,7,999.8693311214447
2011-09-09 00:00:00-04:00,1.5313329696655273,988.851331114769,7,999.5706619024277
2011-09-12 00:00:00-04:00,1.525333046913147,988.851331114769,7,999.528662443161
2011-09-13 00:00:00-04:00,1.6053329706192017,988.851331114769,7,1000.0886619091034
2011-09-14 00:00:00-04:00,1.6226669549942017,988.851331114769,7,1000.2099997997284
2011-09-15 00:00:00-04:00,1.6546670198440552,988.851331114769,7,1000.4340002536774
2011-09-16 00:00:00-04:00,1.7200000286102295,988.851331114769,7,1000.8913313150406
2011-09-19 00:00:00-04:00,1.718000054359436,988.851331114769,7,1000.877331495285
2011-09-20 00:00:00-04:00,1.7339999675750732,988.851331114769,7,1000.9893308877945
2011-09-21 00:00:00-04:00,1.7233330011367798,988.851331114769,7,1000.9146621227264
2011-09-22 00:00:00-04:00,1.7086670398712158,988.851331114769,7,1000.8120003938675
2011-09-23 00:00:00-04:00,1.7586669921875,988.851331114769,7,1001.1620000600815
2011-09-26 00:00:00-04:00,1.7013330459594727,988.851331114769,7,1000.7606624364853
2011-09-27 00:00:00-04:00,1.746000051498413,988.851331114769,7,1001.0733314752579
2011-09-28 00:00:00-04:00,1.6393330097198486,988.851331114769,7,1000.3266621828079
2011-09-29 00:00:00-04:00,1.6080000400543213,988.851331114769,7,1000.1073313951492
2011-09-30 00:00:00-04:00,1.6260000467300415,988.851331114769,7,1000.2333314418793
2011-10-03 00:00:00-04:00,1.5820000171661377,988.851331114769,7,999.925331234932
2011-10-04 00:00:00-04:00,1.5773329734802246,988.851331114769,7,999.8926619291306
2011-10-05 00:00:00-04:00,1.6913330554962158,988.851331114769,7,1000.6906625032425
